paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,fieldsOfStudy/1,fieldsOfStudy/2,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,fieldsOfStudy/3,fieldsOfStudy/4,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name
39cbb3a0c09ff8bb30437dd8503935ca2aa07d91,https://www.semanticscholar.org/paper/39cbb3a0c09ff8bb30437dd8503935ca2aa07d91,Single trajectory characterization via machine learning,"In order to study transport in complex environments, it is extremely important to determine the physical mechanism underlying diffusion and precisely characterize its nature and parameters. Often, this task is strongly impacted by data consisting of trajectories with short length (either due to brief recordings or previous trajectory segmentation) and limited localization precision. In this paper, we propose a machine learning method based on a random forest architecture, which is able to associate single trajectories to the underlying diffusion mechanism with high accuracy. In addition, the algorithm is able to determine the anomalous exponent with a small error, thus inherently providing a classification of the motion as normal or anomalous (sub- or super-diffusion). The method provides highly accurate outputs even when working with very short trajectories and in the presence of experimental noise. We further demonstrate the application of transfer learning to experimental and simulated data not included in the training/test dataset. This allows for a full, high-accuracy characterization of experimental trajectories without the need of any prior information.",2020,41,63,0,False,Physics,1412620650,G. Muñoz-Gil,1398728149.0,M. Garcia-March,40025272.0,C. Manzo,84306443.0,J. Martín-Guerrero,145453642.0,M. Lewenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
4fd355ee3a17ee1cc3e3eb7ebe5064200611adbb,https://www.semanticscholar.org/paper/4fd355ee3a17ee1cc3e3eb7ebe5064200611adbb,Machine Learning in Acute Ischemic Stroke Neuroimaging,"Machine Learning (ML) through pattern recognition algorithms is currently becoming an essential aid for the diagnosis, treatment, and prediction of complications and patient outcomes in a number of neurological diseases. The evaluation and treatment of Acute Ischemic Stroke (AIS) have experienced a significant advancement over the past few years, increasingly requiring the use of neuroimaging for decision-making. In this review, we offer an insight into the recent developments and applications of ML in neuroimaging focusing on acute ischemic stroke.",2018,72,61,1,True,Medicine,47150922,H. Kamal,2061878276.0,V. Lopez,31965568.0,S. Sheth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5d07b34998465bd2907d5d05424ed69b068b3e3f,https://www.semanticscholar.org/paper/5d07b34998465bd2907d5d05424ed69b068b3e3f,Machine learning in laboratory medicine: waiting for the flood?,"Abstract This review focuses on machine learning and on how methods and models combining data analytics and artificial intelligence have been applied to laboratory medicine so far. Although still in its infancy, the potential for applying machine learning to laboratory data for both diagnostic and prognostic purposes deserves more attention by the readership of this journal, as well as by physician-scientists who will want to take advantage of this new computer-based support in pathology and laboratory medicine.",2017,45,63,2,False,Medicine,3037324,F. Cabitza,145244821.0,G. Banfi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74aca1a6cf3d9a45c93145a318f7f1357836cf99,https://www.semanticscholar.org/paper/74aca1a6cf3d9a45c93145a318f7f1357836cf99,Machine Learning of Noise-Resilient Quantum Circuits,"Noise mitigation and reduction will be crucial for obtaining useful answers from near-term quantum computers. In this work, we present a general framework based on machine learning for reducing the impact of quantum hardware noise on quantum circuits. Our method, called noise-aware circuit learning (NACL), applies to circuits designed to compute a unitary transformation, prepare a set of quantum states, or estimate an observable of a many-qubit state. Given a task and a device model that captures information about the noise and connectivity of qubits in a device, NACL outputs an optimized circuit to accomplish this task in the presence of noise. It does so by minimizing a task-specific cost function over circuit depths and circuit structures. To demonstrate NACL, we construct circuits resilient to a fine-grained noise model derived from gate set tomography on a superconducting-circuit quantum device, for applications including quantum state overlap, quantum Fourier transform, and W-state preparation.",2020,55,57,1,True,Computer Science,49556529,L. Cincio,47368368.0,K. Rudinger,2707503.0,M. Sarovar,50721537.0,Patrick J. Coles,,,Physics,,,,,,,,,,,,,,,,,,,,,,,,,
7877fadd83bb863badd70ea2ef754cd66e996ecc,https://www.semanticscholar.org/paper/7877fadd83bb863badd70ea2ef754cd66e996ecc,Arabic Handwritten Characters Recognition Using Convolutional Neural Network,"Handwritten Arabic character recognition systems face several challenges, including the unlimited variation in human handwriting and large public databases. In this work, we model a deep learning architecture that can be effectively apply to recognizing Arabic handwritten characters. A Convolutional Neural Network (CNN) is a special type of feed-forward multilayer trained in supervised mode. The CNN trained and tested our database that contain 16800 of handwritten Arabic characters. In this paper, the optimization methods implemented to increase the performance of CNN. Common machine learning methods usually apply a combination of feature extractor and trainable classifier. The use of CNN leads to significant improvements across different machine-learning classification algorithms. Our proposed CNN is giving an average 5.1% misclassification error on testing data.",2017,0,115,18,False,Computer Science,2143771787,A. El-Sawy,8132473.0,Mohamed Loey,9176423.0,H. El-Bakry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02fc310d7032e56e242a8e560a99df869f172930,https://www.semanticscholar.org/paper/02fc310d7032e56e242a8e560a99df869f172930,Automated Essay Scoring by Maximizing Human-Machine Agreement,"Previous approaches for automated essay scoring (AES) learn a rating model by minimizing either the classification, regression, or pairwise classification loss, depending on the learning algorithm used. In this paper, we argue that the current AES systems can be further improved by taking into account the agreement between human and machine raters. To this end, we propose a rankbased approach that utilizes listwise learning to rank algorithms for learning a rating model, where the agreement between the human and machine raters is directly incorporated into the loss function. Various linguistic and statistical features are utilized to facilitate the learning algorithms. Experiments on the publicly available English essay dataset, Automated Student Assessment Prize (ASAP), show that our proposed approach outperforms the state-of-the-art algorithms, and achieves performance comparable to professional human raters, which suggests the effectiveness of our proposed method for automated essay scoring.",2013,38,86,7,False,Computer Science,2117989460,Hongbo Chen,40368776.0,Ben He,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732380f4711b09a2b18213245df32abbfe77e8c7,https://www.semanticscholar.org/paper/732380f4711b09a2b18213245df32abbfe77e8c7,Traffic accident detection using random forest classifier,"The Internet of Things (IoT) has been growing in recent years with the improvements in several different applications in the military, marine, intelligent transportation, smart health, smart grid, smart home and smart city domains. Although IoT brings significant advantages over traditional information and communication (ICT) technologies for Intelligent Transportation Systems (ITS), these applications are still very rare. Although there is a continuous improvement in road and vehicle safety, as well as improvements in IoT, the road traffic accidents have been increasing over the last decades. Therefore, it is necessary to find an effective way to reduce the frequency and severity of traffic accidents. Hence, this paper presents an intelligent traffic accident detection system in which vehicles exchange their microscopic vehicle variables with each other. The proposed system uses simulated data collected from vehicular ad-hoc networks (VANETs) based on the speeds and coordinates of the vehicles and then, it sends traffic alerts to the drivers. Furthermore, it shows how machine learning methods can be exploited to detect accidents on freeways in ITS. It is shown that if position and velocity values of every vehicle are given, vehicles' behavior could be analyzed and accidents can be detected easily. Supervised machine learning algorithms such as Artificial Neural Networks (ANN), Support Vector Machine (SVM), and Random Forests (RF) are implemented on traffic data to develop a model to distinguish accident cases from normal cases. The performance of RF algorithm, in terms of its accuracy, was found superior to ANN and SVM algorithms. RF algorithm has showed better performance with 91.56% accuracy than SVM with 88.71% and ANN with 90.02% accuracy.",2018,29,117,4,False,Computer Science,25774305,Nejdet Dogru,9076397.0,A. Subasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b80f0d5bb0fde8be65db99d5f4e6505b38502d08,https://www.semanticscholar.org/paper/b80f0d5bb0fde8be65db99d5f4e6505b38502d08,Analysis and prediction of unplanned intensive care unit readmission using recurrent neural networks with long short-term memory,"Background Unplanned readmission of a hospitalized patient is an extremely undesirable outcome as the patient may have been exposed to additional risks. The rates of unplanned readmission are, therefore, regarded as an important performance indicator for the medical quality of a hospital and healthcare system. Identifying high-risk patients likely to suffer from readmission before release benefits both the patients and the medical providers. The emergence of machine learning to detect hidden patterns in complex, multi-dimensional datasets provides unparalleled opportunities to develop efficient discharge decision-making support system for physicians. Methods and Findings We used supervised machine learning approaches for ICU readmission prediction. We used machine learning methods on comprehensive, longitudinal clinical data from the MIMIC-III to predict the ICU readmission of patients within 30 days of their discharge. We have utilized recent machine learning techniques such as Recurrent Neural Networks (RNN) with Long Short-Term Memory (LSTM), by this we have been able incorporate the multivariate features of EHRs and capture sudden fluctuations in chart event features (e.g. glucose and heart rate) that are significant in time series with temporal dependencies, which cannot be properly captured by traditional static models, but can be captured by our proposed deep neural network based model. We incorporate multiple types of features including chart events, demographic, and ICD9 embeddings. Our machine learning models identifies ICU readmissions at a higher sensitivity rate (0.742) and an improved Area Under the Curve (0.791) compared with traditional methods. We also illustrate the importance of each portion of the features and different combinations of the models to verify the effectiveness of the proposed model. Conclusion Our manuscript highlights the ability of machine learning models to improve our ICU decision making accuracy, and is a real-world example of precision medicine in hospitals. These data-driven results enable clinicians to make assisted decisions within their patient cohorts. This knowledge could have immediate implications for hospitals by improving the detection of possible readmission. We anticipate that machine learning models will improve patient counseling, hospital administration, allocation of healthcare resources and ultimately individualized clinical care.",2018,82,83,9,True,Biology,2155853837,Yu-Wei Lin,2144119424.0,Yuqian Zhou,3404467.0,F. Faghri,2061360907.0,Michael J. Shaw,143775101.0,R. Campbell,Computer Science,Medicine,,,,,,,,,,,,,,,,,,,,,,,,
dd9b99fac67c18be82d7763a8fbf231fc3512423,https://www.semanticscholar.org/paper/dd9b99fac67c18be82d7763a8fbf231fc3512423,A Survey on Evolutionary Computation Approaches to Feature Selection,"Feature selection is an important task in data mining and machine learning to reduce the dimensionality of the data and increase the performance of an algorithm, such as a classification algorithm. However, feature selection is a challenging task due mainly to the large search space. A variety of methods have been applied to solve feature selection problems, where evolutionary computation (EC) techniques have recently gained much attention and shown some success. However, there are no comprehensive guidelines on the strengths and weaknesses of alternative approaches. This leads to a disjointed and fragmented field with ultimately lost opportunities for improving performance and successful applications. This paper presents a comprehensive survey of the state-of-the-art work on EC for feature selection, which identifies the contributions of these different algorithms. In addition, current issues and challenges are also discussed to identify promising areas for future research.",2016,252,1000,50,False,Computer Science,144395433,Bing Xue,145269712.0,Mengjie Zhang,2309030.0,Will N. Browne,143901532.0,X. Yao,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f3324c5b6de1df62f84f1cf23df37db3c48d53ed,https://www.semanticscholar.org/paper/f3324c5b6de1df62f84f1cf23df37db3c48d53ed,Machine learning and natural language processing,"In this report, some collaborative work between the fields of Machine Learning (ML) and Natural Language Processing (NLP) 
is presented. The document is structured in two parts. The first part includes a superficial but comprehensive survey covering 
the state-of-the-art of machine learning techniques applied to natural language learning tasks. In the second part, a particular 
problem, namely Word Sense Disambiguation (WSD), is studied in more detail. In doing so, four algorithms for supervised 
learning, which belong to different families, are compared in a benchmark corpus for the WSD task. Both qualitative and 
quantitative conclusions are drawn.",2000,0,47,1,False,Computer Science,3049328,Lluís Màrquez i Villodre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
