paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,fieldsOfStudy/1,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,fieldsOfStudy/2,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name
bf1a1f8f1c51500bb96055957c371825499841c3,https://www.semanticscholar.org/paper/bf1a1f8f1c51500bb96055957c371825499841c3,"What Can Machines Learn, and What Does It Mean for Occupations and the Economy?","Advances in machine learning (ML) are poised to transform numerous occupations and industries. This raises the question of which tasks will be most affected by ML. We apply the rubric evaluating task potential for ML in Brynjolfsson and Mitchell (2017) to build measures of ""Suitability for Machine Learning"" (SML) and apply it to 18,156 tasks in O*NET. We find that (i) ML affects different occupations than earlier automation waves; (ii) most occupations include at least some SML tasks; (iii) few occupations are fully automatable using ML; and (iv) realizing the potential of ML usually requires redesign of job task content.",2018,20,206,15,True,Computer Science,2841157,E. Brynjolfsson,40975594.0,Tom Michael Mitchell,144148548.0,Daniel Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7b6dc4d999d1067ef9d442576264a42574888ed9,https://www.semanticscholar.org/paper/7b6dc4d999d1067ef9d442576264a42574888ed9,Machine Learning Interatomic Potentials as Emerging Tools for Materials Science,"Atomic‐scale modeling and understanding of materials have made remarkable progress, but they are still fundamentally limited by the large computational cost of explicit electronic‐structure methods such as density‐functional theory. This Progress Report shows how machine learning (ML) is currently enabling a new degree of realism in materials modeling: by “learning” electronic‐structure data, ML‐based interatomic potentials give access to atomistic simulations that reach similar accuracy levels but are orders of magnitude faster. A brief introduction to the new tools is given, and then, applications to some select problems in materials science are highlighted: phase‐change materials for memory devices; nanoparticle catalysts; and carbon‐based electrodes for chemical sensing, supercapacitors, and batteries. It is hoped that the present work will inspire the development and wider use of ML‐based interatomic potentials in diverse areas of materials research.",2019,166,219,0,True,Materials Science,2432235,Volker L. Deringer,143629921.0,M. Caro,2559761.0,Gábor Csányi,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899db02ba28ef2479b5bea3e51627685be5b3865,https://www.semanticscholar.org/paper/899db02ba28ef2479b5bea3e51627685be5b3865,Deep Recurrent Neural Networks for Human Activity Recognition,"Adopting deep learning methods for human activity recognition has been effective in extracting discriminative features from raw input sequences acquired from body-worn sensors. Although human movements are encoded in a sequence of successive samples in time, typical machine learning methods perform recognition tasks without exploiting the temporal correlations between input data samples. Convolutional neural networks (CNNs) address this issue by using convolutions across a one-dimensional temporal sequence to capture dependencies among input data. However, the size of convolutional kernels restricts the captured range of dependencies between data samples. As a result, typical models are unadaptable to a wide range of activity-recognition configurations and require fixed-length input windows. In this paper, we propose the use of deep recurrent neural networks (DRNNs) for building recognition models that are capable of capturing long-range dependencies in variable-length input sequences. We present unidirectional, bidirectional, and cascaded architectures based on long short-term memory (LSTM) DRNNs and evaluate their effectiveness on miscellaneous benchmark datasets. Experimental results show that our proposed models outperform methods employing conventional machine learning, such as support vector machine (SVM) and k-nearest neighbors (KNN). Additionally, the proposed models yield better performance than other deep learning techniques, such as deep believe networks (DBNs) and CNNs.",2017,32,257,22,True,Computer Science,30050286,Abdulmajid Murad,1739676.0,Jae-Young Pyun,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4fd5672a30ec6a620556ccf8dc1d9e76fc67a5bf,https://www.semanticscholar.org/paper/4fd5672a30ec6a620556ccf8dc1d9e76fc67a5bf,Identification of novel antibacterial peptides by chemoinformatics and machine learning.,"The rise of antibiotic resistant pathogens is one of the most pressing global health issues. Discovery of new classes of antibiotics has not kept pace; new agents often suffer from cross-resistance to existing agents of similar structure. Short, cationic peptides with antimicrobial activity are essential to the host defenses of many organisms and represent a promising new class of antimicrobials. This paper reports the successful in silico screening for potent antibiotic peptides using a combination of QSAR and machine learning techniques. On the basis of initial high-throughput measurements of activity of over 1400 random peptides, artificial neural network models were built using QSAR descriptors and subsequently used to screen an in silico library of approximately 100,000 peptides. In vitro validation of the modeling showed 94% accuracy in identifying highly active peptides. The best peptides identified through screening were found to have activities comparable or superior to those of four conventional antibiotics and superior to the peptide most advanced in clinical development against a broad array of multiresistant human pathogens.",2009,32,242,7,False,Biology,2160852,C. Fjell,15888696.0,H. Jenssen,2458164.0,K. Hilpert,Medicine,2059932271.0,Warren A. Cheung,4550592.0,N. Panté,143696638.0,R. Hancock,145230547.0,A. Cherkasov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a0f57d9be88ff5779a3a9877ce28cc8c61805e7,https://www.semanticscholar.org/paper/9a0f57d9be88ff5779a3a9877ce28cc8c61805e7,COVID-19 Future Forecasting Using Supervised Machine Learning Models,"Machine learning (ML) based forecasting mechanisms have proved their significance to anticipate in perioperative outcomes to improve the decision making on the future course of actions. The ML models have long been used in many application domains which needed the identification and prioritization of adverse factors for a threat. Several prediction methods are being popularly used to handle forecasting problems. This study demonstrates the capability of ML models to forecast the number of upcoming patients affected by COVID-19 which is presently considered as a potential threat to mankind. In particular, four standard forecasting models, such as linear regression (LR), least absolute shrinkage and selection operator (LASSO), support vector machine (SVM), and exponential smoothing (ES) have been used in this study to forecast the threatening factors of COVID-19. Three types of predictions are made by each of the models, such as the number of newly infected cases, the number of deaths, and the number of recoveries in the next 10 days. The results produced by the study proves it a promising mechanism to use these methods for the current scenario of the COVID-19 pandemic. The results prove that the ES performs best among all the used models followed by LR and LASSO which performs well in forecasting the new confirmed cases, death rate as well as recovery rate, while SVM performs poorly in all the prediction scenarios given the available dataset.",2020,26,240,13,True,Computer Science,1430656665,Furqan Rustam,9341675.0,A. Reshi,1403306506.0,A. Mehmood,,48621790.0,S. Ullah,1791452.0,Byung-Won On,48001308.0,W. Aslam,32016133.0,G. Choi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ec47080fcb2967cbedf2b9d821d7b458aff8799,https://www.semanticscholar.org/paper/4ec47080fcb2967cbedf2b9d821d7b458aff8799,Bayesian Network Refinement Via Machine Learning Approach,"An approach to refining Bayesian network structures from new data is developed. Most previous work has only considered the refinement of the network's conditional probability parameters and has not addressed the issue of refining the network's structure. We tackle this problem by a machine learning approach based on a formalism known as the minimum description length (MDL) principle. The MDL principle is well suited to this task since it can perform tradeoffs between the accuracy, simplicity, and closeness to the existent structure. Another salient feature of this refinement approach is the capability of refining a network structure using partially specified data. Moreover, a localization scheme is developed for efficient computation of the description lengths since direct evaluation involves exponential time resources.",1998,25,59,2,False,Computer Science,144594306,Wai Lam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b01a7ec32097a1f57fb80ef4073bc8a487d241fb,https://www.semanticscholar.org/paper/b01a7ec32097a1f57fb80ef4073bc8a487d241fb,Using corpora in machine-learning chatbot systems,"A chatbot is a machine conversation system which interacts with human users via natural conversational language. Software to machine-learn conversational patterns from a transcribed dialogue corpus has been used to generate a range of chatbots speaking various languages and sublanguages including varieties of English, as well as French, Arabic and Afrikaans. This paper presents a program to learn from spoken transcripts of the Dialogue Diversity Corpus of English, the Minnesota French Corpus, the Corpus of Spoken Afrikaans, the Qur’an Arabic-English parallel corpus, and the British National Corpus of English; we discuss the problems which arose during learning and testing. Two main goals were achieved from the automation process. One was the ability to generate different versions of the chatbot in different languages, bringing chatbot technology to languages with few if any NLP resources: the corpus-based learning techniques transferred straightforwardly to develop chatbots for Afrikaans and Qur’anic Arabic. The second achievement was the ability to learn a very large number of categories within a short time, saving effort and errors in doing such work manually: we generated more than one million AIML categories or conversation-rules from the BNC corpus, 20 times the size of existing AIML rule-sets, and probably the biggest AI Knowledge-Base ever.",2005,42,136,1,False,Computer Science,1697090,B. A. Shawar,144214753.0,E. Atwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ae0ab5303cb374e79193da4846c193c666acc67,https://www.semanticscholar.org/paper/2ae0ab5303cb374e79193da4846c193c666acc67,Machine Learning a General-Purpose Interatomic Potential for Silicon,"The success of first principles electronic structure calculation for predictive modeling in chemistry, solid state physics, and materials science is constrained by the limitations on simulated length and time scales due to computational cost and its scaling. Techniques based on machine learning ideas for interpolating the Born-Oppenheimer potential energy surface without explicitly describing electrons have recently shown great promise, but accurately and efficiently fitting the physically relevant space of configurations has remained a challenging goal. Here we present a Gaussian Approximation Potential for silicon that achieves this milestone, accurately reproducing density functional theory reference results for a wide range of observable properties, including crystal, liquid, and amorphous bulk phases, as well as point, line, and plane defects. We demonstrate that this new potential enables calculations that would be extremely expensive with a first principles electronic structure method, such as finite temperature phase boundary lines, self-diffusivity in the liquid, formation of the amorphous by slow quench, and dynamic brittle fracture. We show that the uncertainty quantification inherent to the Gaussian process regression framework gives a qualitative estimate of the potential's accuracy for a given atomic configuration. The success of this model shows that it is indeed possible to create a useful machine-learning-based interatomic potential that comprehensively describes a material, and serves as a template for the development of such models in the future.",2018,218,218,7,True,Physics,3938091,A. Bartók,11724553.0,J. Kermode,2105796.0,N. Bernstein,Materials Science,2559761.0,Gábor Csányi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6a83c4fcc99ba6753109301949c5b7cfa978079,https://www.semanticscholar.org/paper/c6a83c4fcc99ba6753109301949c5b7cfa978079,The Alignment Template Approach to Statistical Machine Translation,"A phrase-based statistical machine translation approach the alignment template approach is described. This translation approach allows for general many-to-many relations between words. Thereby, the context of words is taken into account in the translation model, and local changes in word order from source to target language can be learned explicitly. The model is described using a log-linear modeling approach, which is a generalization of the often used source-channel approach. Thereby, the model is easier to extend than classical statistical machine translation systems. We describe in detail the process for learning phrasal translations, the feature functions used, and the search algorithm. The evaluation of this approach is performed on three different tasks. For the German-English speech Verbmobil task, we analyze the effect of various system components. On the French-English Canadian Hansards task, the alignment template system obtains significantly better results than a single-word-based translation model. In the Chinese-English 2002 National Institute of Standards and Technology (NIST) machine translation evaluation it yields statistically significantly better NIST scores than all competing research and commercial translation systems.",2004,50,1053,78,True,Computer Science,2002316,F. Och,145322333.0,H. Ney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463ec74665c9476069591aa8e19c7c2fb93e4681,https://www.semanticscholar.org/paper/463ec74665c9476069591aa8e19c7c2fb93e4681,An Explicit Description of the Reproducing Kernel Hilbert Spaces of Gaussian RBF Kernels,"Although Gaussian radial basis function (RBF) kernels are one of the most often used kernels in modern machine learning methods such as support vector machines (SVMs), little is known about the structure of their reproducing kernel Hilbert spaces (RKHSs). In this work, two distinct explicit descriptions of the RKHSs corresponding to Gaussian RBF kernels are given and some consequences are discussed. Furthermore, an orthonormal basis for these spaces is presented. Finally, it is discussed how the results can be used for analyzing the learning performance of SVMs",2006,30,233,23,False,Mathematics,1782193,Ingo Steinwart,1754328.0,D. Hush,143790221.0,C. Scovel,Computer Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6dce0d4635c1b84d000c586a635a46d3d4566e4d,https://www.semanticscholar.org/paper/6dce0d4635c1b84d000c586a635a46d3d4566e4d,Enabling Cognitive Smart Cities Using Big Data and Machine Learning: Approaches and Challenges,"The development of smart cities and their fast-paced deployment is resulting in the generation of large quantities of data at unprecedented rates. Unfortunately, most of the generated data is wasted without extracting potentially useful information and knowledge because of the lack of established mechanisms and standards that benefit from the availability of such data. Moreover, the highly dynamic nature of smart cities calls for a new generation of machine learning approaches that are flexible and adaptable to cope with the dynamicity of data to perform analytics and learn from real-time data. In this article, we shed light on the challenge of underutilizing the big data generated by smart cities from a machine learning perspective. In particular, we present the phenomenon of wasting unlabeled data. We argue that semi-supervision is a must for smart cities to address this challenge. We also propose a three-level learning framework for smart cities that matches the hierarchical nature of big data generated by smart cities with a goal of providing different levels of knowledge abstraction. The proposed framework is scalable to meet the needs of smart city services. Fundamentally, the framework benefits from semi-supervised deep reinforcement learning where a small amount of data that has users' feedback serves as labeled data, while a larger amount without such users' feedback serves as unlabeled data. The framework utilizes a mix of labeled and unlabeled data to converge toward better control policies instead of wasting the unlabeled data. This article also explores how deep reinforcement learning and its shift toward semi-supervision can handle the cognitive side of smart city services and improve their performance by providing several use cases spanning the different domains of smart cities. We also highlight several challenges as well as promising future research directions for incorporating machine learning and high-level intelligence into smart city services.",2018,15,215,11,True,Computer Science,2151683198,M. Mohammadi,1389945327.0,Ala Al-Fuqaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7864c8cd08ff4da9acc37de2576e9cdbabe03107,https://www.semanticscholar.org/paper/7864c8cd08ff4da9acc37de2576e9cdbabe03107,Neural Architecture Search with Bayesian Optimisation and Optimal Transport,"Bayesian Optimisation (BO) refers to a class of methods for global optimisation of a function $f$ which is only accessible via point evaluations. It is typically used in settings where $f$ is expensive to evaluate. A common use case for BO in machine learning is model selection, where it is not possible to analytically model the generalisation performance of a statistical model, and we resort to noisy and expensive training and validation procedures to choose the best model. Conventional BO methods have focused on Euclidean and categorical domains, which, in the context of model selection, only permits tuning scalar hyper-parameters of machine learning algorithms. However, with the surge of interest in deep learning, there is an increasing demand to tune neural network \emph{architectures}. In this work, we develop NASBOT, a Gaussian process based BO framework for neural architecture search. To accomplish this, we develop a distance metric in the space of neural network architectures which can be computed efficiently via an optimal transport program. This distance might be of independent interest to the deep learning community as it may find applications outside of BO. We demonstrate that NASBOT outperforms other alternatives for architecture search in several cross validation based model selection tasks on multi-layer perceptrons and convolutional neural networks.",2018,60,411,35,False,Mathematics,1887808,Kirthevasan Kandasamy,2934259.0,W. Neiswanger,1753432.0,J. Schneider,Computer Science,1719347.0,B. Póczos,143977260.0,E. Xing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248f27f0b53255e8958afb4bf1a5c20c3e236a4b,https://www.semanticscholar.org/paper/248f27f0b53255e8958afb4bf1a5c20c3e236a4b,Predictive analytics in health care using machine learning tools and techniques,"When we have a huge data set on which we would like to perform predictive analysis or pattern recognition, machine learning is the way to go. Machine Learning (ML) is the fastest rising arena in computer science, and health informatics is of extreme challenge. The aim of Machine Learning is to develop algorithms which can learn and progress over time and can be used for predictions. Machine Learning practices are widely used in various fields and primarily health care industry has been benefitted a lot through machine learning prediction techniques. It offers a variety of alerting and risk management decision support tools, targeted at improving patients' safety and healthcare quality. With the need to reduce healthcare costs and the movement towards personalized healthcare, the healthcare industry faces challenges in the essential areas like, electronic record management, data integration, and computer aided diagnoses and disease predictions. Machine Learning offers a wide range of tools, techniques, and frameworks to address these challenges. This paper depicts the study on various prediction techniques and tools for Machine Learning in practice. A glimpse on the applications of Machine Learning in various domains are also discussed here by highlighting on its prominence role in health care industry.",2017,25,74,2,False,Computer Science,144692718,B. Nithya,2757904.0,V. Ilango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
